	c-value	ngram
312	4.0	криволинейный_a интеграл_s от_pr
3205	4.0	выбрать_v такой_a число_s что_conj сумма_s из_pr он равный_a
3204	4.0	можно_adv выбрать_v такой_a число_s что_conj сумма_s из_pr он
1684	4.0	такой_a что_conj при_pr выполняться_v
3010	4.0	формула_s включение_s исключение_s число_s каталан_s алгоритм_s евклид_s основной_a
1679	4.0	по крайней мере_adv один_a
1677	4.0	матрица_s квадратичный_a функционал_s в_pr
2427	4.0	ни_part один_a из_pr он делиться_v ни_part на_pr какой_a
2763	4.0	если_conj ряд_s сходиться_v если_conj ряд_s расходиться_v согласно_pr онределение_s
2771	4.0	ряд_s сходиться_v если_conj ряд_s
2808	4.0	алгоритм_s евклид_s для_pr многочлен_s теорема_s без_s разложение_s на_pr
5184	4.0	расходиться_v тогда_adv из_pr нризнак_s сравнение_s со_pr гласно_adv неравенство_s
5185	4.0	тогда_adv из_pr нризнак_s сравнение_s со_pr гласно_adv неравенство_s ряд_s
1635	4.0	теорема_s теорема_s пусть_part функция_s
1634	4.0	теорема_s пусть_part функция_s иметь_v
1418	4.0	занумеровать_partcp число_s от_pr до_pr способ_s можно_adv разложить_v по_pr
2796	4.0	доказать_v что_conj из_pr равенство_s следовать_v соотношение_s алгоритм_s евклид_s
386	4.0	вектор_s на_pr ось_s
1417	4.0	ящик_s занумеровать_partcp число_s от_pr до_pr способ_s можно_adv разложить_v
3157	4.0	заметить_v что_conj в_pr сила_s
2792	4.0	лекция_s система_s линейный_a однородный_a
5149	4.0	пространство_s в_pr двухмерный_a пространство_s в_pr трехмерный_a пространство_s векторный_a
2803	4.0	система_s счисление_s многочлен_s квадратный_a трехчлен_s алгоритм_s евклид_s для_pr
2557	4.0	чем_conj сущность_s метод_s подстановка_s в_pr чем_conj сущность_s метод_s
2804	4.0	счисление_s многочлен_s квадратный_a трехчлен_s алгоритм_s евклид_s для_pr многочлен_s
